document_id,views,depth,full_reads_percent
61f9569a9a794794245a82abJ0AvX96vTAaQCiWVbzoMdw,12861.206149830714,1.2205269646803492,50.8542832212765
628c22b89a79470e553f594bQS5CqzXYRnmDdR2LaSreEw,11546.714880551193,1.0685788368950835,34.778165681765344
627cb3249a7947ebdd752865XVsoyrUOT8OJJg2_finJhw,7176.9431646131015,1.0533529303432667,30.476505672277035
628618629a7947d4927eb812upfii3whSSuMXCqcqF8VbQ,8444.188676973647,1.070630781043683,38.83736364334804
620e76109a7947235623695b5hzCiIHdSYKQIr8WAM18bw,105143.96298349468,1.127133035204915,25.51096650037895
6267e9d39a79470f677fb6fajv_4Eb5ZQtip4IbvDqDuKw,20940.889110861448,1.0399747916731652,30.371699291168575
624925809a79476c4461de30m1RFLN6XSPyEGdKhDO5nyA,54673.66414062861,1.1702661758888955,31.99536151442737
6239e4a39a7947e926f82194t8mN2pE6R4mAGowkxvegNw,94862.21803665673,1.1235276598076125,22.149224536232907
628a1a4e9a794771555c208bICJ13mlxTMehQcRuqtV6YA,8123.400435758923,1.0822773990996053,45.192758394303304
626a5b0a9a7947627960acd0TdQDl3OoSMO5YuE7-m19eQ,3223.633163516231,1.0404519276327788,29.492929528313496
62528e479a7947535bdc6788c7U4L8VHQpuUFFaNED_q6g,9440.5578719591,1.059713435589376,33.91117601662262
62612fe59a794783a68ada9e3TF3JpJGQJClbuUHy44UYw,25699.52855071653,1.0599439450717798,35.270318449200055
628cd9159a7947555da62ab1-m51bvtFS_yzCf2pq7lLQQ,8113.109903390582,1.0574339822817813,30.61384391506858
626e410e9a79471452f15e8eZ_d1-CbUQX2PIBrowzH5OQ,13440.660448276096,1.0587470692533236,29.19466189403608
624e87269a79479dd1977cc3v9cI_OAYQ8-5gqePHxVMpw,53774.98430976759,1.144752218133695,29.971845524374864
628b8ab29a7947e00f67dcdaNlcWeEm_RlanbLAGB-qShw,40427.025450251436,1.0581251828109783,22.729199469145236
628ccf899a79474f5151d0c3HZKtUGp9SHiIpympsFuOrw,5624.492364173595,1.0650431495201549,23.61059075559671
6249f7529a79479eb947fa1ehoBzMDQFT6mqValZu1Nr6g,22788.84744735807,1.1937941677397719,44.49696089269531
6203bbc19a7947fb724902a8BhjQOV86Qa6ER9s4eK4Mpw,15139.234539138977,1.128998899185393,31.52968216159876
620e3f2a9a7947868328f19f5hzCiIHdSYKQIr8WAM18bw,16660.012837895236,1.1378622218983478,22.59394092833203
620d18729a7947215abb84989JBgpzWFSNiMniLAH8SZaQ,23731.221771967743,1.157891965392171,24.103852640978744
62937ab39a79475bb0821d13J6FV1xLkRbah3nyuod_sYw,16711.020821057078,1.060654762695079,26.67254612455384
623c39239a79472f1993960eMljwbh4gQuKeIA6eblcfGQ,164565.8726883256,1.1575554967951946,29.664885729786242
620f3e089a79475b34ade039KtVJsteHStO5oditt3Uvzw,26591.14902193946,1.1350094962388322,33.14085930215998
6202a73f9a79479b15f9b967g4_nokAoRvaMeR66cEHVXg,53830.24954098748,1.1347493619372866,31.00319149954032
62051c4d9a79477c4a88100dvDi5_j0PQVCaKj2UJf9_gw,50099.49463351125,1.1391235189497078,33.464662095703105
620dfa929a79476189b0d2c4ZnPUfntARbaIIPZcQcvL1A,12559.007526588455,1.1553507354541939,41.264011199922976
620223d99a7947592e5b2287uc9l9VjjTuW6KZZBme45rg,31900.66872507387,1.2985414679301592,56.8694287276803
620b6a7c9a794760c377c0549UuC_nw7SPu6DKHQzdxp1A,8774.217177816237,1.1578454600685042,27.61256271009558
62058ec59a79471f398a053b_kwPlPE5QqWP4vZwrzwALQ,74516.11759486586,1.1366705615105561,31.335517147501157
6282c24c9a79473846c46ebam_USFkdETtGZH6Fds7rRiA,29370.273753138223,1.0684312548811485,39.47291700295353
629393009a794760730dff20Ty7cfynLQayiZQcjCFMVLA,-233.2629250985667,1.048009505657236,37.86641323258789
624d79399a794748b2cab87dRbm1v5M-RIOc8TNT_xKCww,45615.19631491348,1.1498650363928458,26.47561530305843
626019089a794728f3c79697TIUG7LZwRkeqT7WiusfZtw,24251.974604543306,1.0489191331565626,24.90908237025566
6273f7009a7947233556d310MaUWXeXtSk6fnmVlyIDA3A,22246.821209971786,1.0416666318675345,26.042362363232407
623fe1149a794770821f4eaefI8XS2MXRyaNdNuJJW9VjA,139628.98135537305,1.1286151623297267,31.02353754297809
6281efae9a7947e34439115eVnTuAVljQ7SgKfOfKu57jQ,7439.400409918081,1.0684661269485707,27.821051213026212
627ebb289a79472e34d01ad38y6hKoMJS_aNkvNKR0-gvQ,7631.786227618515,1.0471180881867745,31.99829045250982
625063979a79475de1f2072eTFz94N9QSYykYjDrMSdb7A,7033.830015603247,1.064644640372769,24.973711827200834
6242cf239a7947543933376668sKFyOSTDi9g_65WIh5iw,316320.8032011739,1.1534126100921214,37.77841157562301
61faf6249a7947274188db22GZZD1toCRFaHFkr3HdMKWg,17645.583642994414,1.1734595740879532,37.46134825909475
6268e7489a79475c88d44ceaMPuwsLe1QT2F7YDXc66p4w,13347.683943393662,1.0396957458316565,23.634075109085554
6267abd89a7947ee8a9d53e16BBdcn0xRdCra7S60-tMHQ,13306.61672043175,1.0412599692961557,29.823547157633875
624482489a79477d4f12aab6NvqeFzbPRfimwSLlGfHvuA,202397.86073022225,1.1449196500309675,37.86145029302084
61ff71df9a79470d13893f343PXO3SCcSy2Zav_6ejoYsQ,12609.08610217264,1.189314306428963,43.571731997689895
6261c55c9a7947bf215d147a5Lcy3mDcSV2Bffoiv6tvEQ,635.7702183062281,1.0477858811579983,43.976443740766285
61f898359a79473e96d0784cy0A9bEXUQ722-0fIdbb7qQ,18254.721608342355,1.1742452395937666,43.31999985332516
6258037e9a7947a9e8a99498S1y9xzR8TJWIMfMonDbQEQ,12139.967899172276,1.0613292083845383,35.62300375086468
625117b89a7947867f461f09mbd7f55-TMi1CcYjcDqsog,37181.42347907802,1.0542413876222332,25.272941602735862
620af8d89a7947404fb52b9fROpN7eLZTxyReljAlE66RQ,21624.65087803713,1.1757773714887025,41.801684473786366
61fa6aea9a7947f0a9aaf4f0laPyaRVTTXem7ijDgA1yOQ,27030.509077246756,1.1680963946750254,42.26090841345551
